,CBP,Y
206,-0.08560355,-1.626561654
122,-0.08610377,-2.049729447
365,-0.09089945,1.901974291
192,-0.09110608,1.790840157
130,-0.09200355,2.204096198
163,-0.09419683,2.080590762
390,-0.096861854,-1.489107333
340,-0.09737896,-1.272024821
328,-0.097576946,-1.061737473
144,-0.09777129,1.703146138
46,-0.10017992,5.756418952
52,-0.10132288,4.59739801
4,-0.10206695,-4.912342404
188,-0.10281493,1.559690994
150,-0.10322758,1.691043866
354,-0.10461739,1.09125791
160,-0.111436956,2.03312065
89,-0.11364625,2.724936291
17,-0.1148395,-4.251377801
28,-0.11717479,-3.42365528
134,-0.11722636,2.207290976
267,-0.1174048,2.8632863
274,-0.118854575,1.994830191
82,-0.121366136,-3.090893733
45,-0.1229124,5.077253261
331,-0.12332044,-1.162639457
191,-0.12348521,-3.599910647
27,-0.12608631,-3.568307102
251,-0.12793238,1.660726427
107,-0.1281474,-2.736268873
92,-0.1331584,-2.175713887
180,-0.13384199,1.732247709
167,-0.13636601,-1.536751331
123,-0.13957688,1.980290799
345,-0.14172451,1.990972327
56,-0.14885633,-3.140611848
431,-0.15070783,1.103964036
227,-0.15325686,1.204655859
80,-0.15493248,4.527110397
286,-0.15736537,1.269915861
358,-0.16095503,1.328931783
7,-0.16351359,-6.629883714
244,-0.17037994,-2.006763539
255,-0.1713556,1.317529133
364,-0.1729035,1.411442898
359,-0.18011826,1.146101623
84,-0.1819481,-3.026500812
11,-0.18539993,-4.823246847
318,-0.18552403,-1.296365502
157,-0.19182079,2.730670411
88,-0.19305103,3.468036502
0,-0.19442634,5.631295958
13,-0.19822071,7.352031362
377,-0.20031819,-1.144764096
81,-0.20271201,3.471062317
20,-0.20382777,-3.124444745
35,-0.21027394,-4.015309116
204,-0.2139401,-1.315516446
315,-0.22284815,1.202850791
285,-0.242676,1.684293841
405,-0.26881066,-1.320353187
73,-0.27310893,-5.093189209
350,-0.27780765,1.349448852
395,-0.29402903,-1.167465568
396,-0.3029474,-1.16299993
393,-0.3263122,1.123896857
243,-0.32881832,-1.474981909
277,-0.35587648,-1.408146609
401,-0.35785508,-1.118075869
429,-0.38322404,1.871671946
18,-0.39168426,-3.909872682
422,-0.42049187,-0.821746857
225,-0.42971775,1.65652503
62,-0.49115342,2.362100075
353,-0.566717,1.02364638
95,-0.59270513,3.539097779
76,-0.66983163,2.650287837
